Entry Time,SHED2 Set Temp.,Shed2 Temp.,PID SHED2,SHED3 Set Temp.,SHED3 Temp.,PID SHED3,P1,P2,P3,P4,P5,P6,P7,P8,F1,F2,F3,F4,F5,F6,F7,F8,T1,T2,T3,T4,T5,T6,T7,T8,V1,V2,V3,V4,V5,V6,V7,V8,Req. for Exhaust Fan,Exhaust Fan Feedback
11/Aug/2020_15:57,43,43.37,10,43,43.41,10,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.672520539238308,39.56599635087518,43.08713129898593,12.659427141604493,28.227183874095957,38.007267981117316,23.510698822603352,55.5572506482257,0,0,0,0,0,5.0,5.0,0,,
